Year_of_release,Videos_created,track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,time_signature.2,duration_ms.2,time_signature.1,duration_ms.1
2021,0,So Big,Iyaz,63,Replay,52,0.697,0.688,-4.551,1,6,0.0362,0.29,0,0.308,0.666,121.962,4,199920,4,199920,4,199920
2021,2.3M videos,double take,dhruv,67,double take,6,0.654,0.434,-11.163,1,8,0.0665,0.837,0,0.216,0.223,109.069,4,171743,4,171743,4,171743
2021,231.6K videos,everything sucks,vaultboy,63,everything sucks,76,0.76,0.371,-8.964,1,6,0.0531,0.00772,0,0.0785,0.653,138.023,4,115402,4,115402,4,115402
2021,123 videos,Unlock it (Lock It) - feat. Kim Petras and Jay Park,Charli XCX,77,Pop 2,63,0.504,0.711,-5.864,1,9,0.0452,0.0585,1.83E-05,0.382,0.5,134.824,4,232933,4,232933,4,232933
2021,619.7K videos,The Business,Tiësto,82,The Business,83,0.798,0.62,-7.079,0,8,0.232,0.414,0.0192,0.112,0.235,120.031,4,164000,4,164000,4,164000
2021,0,good 4 u,Olivia Rodrigo,85,good 4 u,27,0.556,0.661,-5.052,0,6,0.204,0.3,0,0.101,0.668,168.56,4,178148,4,178148,4,178148
2021,13.8K videos,Caroline,Aminé,69,Good For You,73,0.94,0.335,-10.179,0,5,0.505,0.17,0,0.262,0.707,120.04,4,209640,4,209640,4,209640
2021,243.3K videos,Ратата,Konfuz,51,Ратата,59,0.921,0.524,-7.074,0,8,0.0569,0.172,0,0.138,0.895,129.995,4,137077,4,137077,4,137077
2021,352.3K videos,Build a Bitch,Bella Poarch,65,Build a Bitch,76,0.855,0.463,-7.454,1,3,0.0367,0.217,1.77E-05,0.347,0.866,102.931,4,122773,4,122773,4,122773
2021,214.4K videos,Cheating on You,Charlie Puth,83,Cheating on You,77,0.749,0.535,-6.785,1,4,0.0336,0.0131,3.65E-05,0.0982,0.601,123.042,4,196607,4,196607,4,196607
2021,867.2K videos,Levitating,Dua Lipa,88,Future Nostalgia,83,0.695,0.884,-2.278,0,6,0.0753,0.0561,0,0.213,0.914,103.014,4,203808,4,203808,4,203808
2021,15.4K videos,After School,Weeekly,56,We play,72,0.634,0.928,-1.609,1,1,0.0514,0.00719,2.55E-06,0.0626,0.738,164.007,4,205373,4,205373,4,205373
2021,1.5M videos,Leave The Door Open,Bruno Mars,86,Leave The Door Open,31,0.586,0.616,-7.964,1,5,0.0324,0.182,0,0.0927,0.719,148.088,4,242096,4,242096,4,242096
2021,2507 videos,MONTERO (Call Me By Your Name),Lil Nas X,81,MONTERO (Call Me By Your Name),4,0.61,0.508,-6.682,0,8,0.152,0.297,0,0.384,0.758,178.818,4,137876,4,137876,4,137876
2021,777.3K videos,2 Phút Hơn - KAIZ Remix,Pháo,46,2 Phút Hơn (KAIZ Remix),62,0.845,0.733,-4.581,1,9,0.0566,0.0265,0.0109,0.063,0.28,128.016,4,183832,4,183832,4,183832
2021,11.5K videos,晚安晚安 (DJ版),小三金,24,晚安晚安 (DJ版),35,0.624,0.528,-6.659,1,3,0.07,0.284,0,0.0549,0.642,179.8,4,125320,4,125320,4,125320
2021,6.2M videos,Astronaut In The Ocean,Masked Wolf,68,Astronaut In The Ocean,79,0.778,0.695,-6.865,0,4,0.0913,0.175,0,0.15,0.472,149.996,4,132780,4,132780,4,132780
2021,19.7K videos,Kẻ Cắp Gặp Bà Già - Remix,DJ TikTok,38,Kẻ Cắp Gặp Bà Già,41,0.875,0.677,-3.441,0,3,0.0467,0.0391,0.611,0.332,0.798,128.015,4,194955,4,194955,4,194955
2021,5.1M videos,SugarCrash!,ElyOtto,57,SugarCrash!,1,0.745,0.74,-6.558,1,0,0.097,0.53,7.37E-05,0.0936,0.36,97.735,4,80118,4,80118,4,80118
2021,3.5M videos,Stuck in the Middle,Tai Verdes,70,Stuck in the Middle,0,0.844,0.429,-9.308,1,2,0.0448,0.574,0,0.0949,0.764,119.989,4,196000,4,196000,4,196000
2021,584.2K videos,Please Don't Go,Mike Posner,70,31 Minutes to Takeoff,68,0.699,0.882,-3.896,0,4,0.0311,0.00296,0.0544,0.13,0.657,120.016,4,196813,4,196813,4,196813
2021,2.7M videos,Renai Circulation (English Cover) [2012 TV Size],Lizz Robinett,52,Renai Circulation (English Cover) [TV Size],0,0.896,0.555,-12.145,1,4,0.085,0.252,0.0143,0.109,0.772,120.013,4,91067,4,91067,4,91067
2021,1.6M videos,Copines,Aya Nakamura,69,NAKAMURA,72,0.701,0.787,-3.941,0,8,0.0855,0.27,0,0.105,0.904,180.027,4,171720,4,171720,4,171720
2021,3 videos,FACK,Eminem,89,Curtain Call: The Hits (Deluxe Edition),62,0.842,0.602,-7.103,1,1,0.0796,0.00638,0.112,0.103,0.372,124.213,4,205760,4,205760,4,205760
2021,1006 videos,To the Bone,Pamungkas,67,Flying Solo,78,0.668,0.727,-6.55,0,7,0.027,0.514,1.90E-05,0.1,0.939,139.991,4,344571,4,344571,4,344571
2021,3M videos,Rasputin,Boney M.,70,Daddy Cool,70,0.69,0.752,-11.47,0,6,0.0455,0.463,0.00102,0.595,0.97,126.005,4,220667,4,220667,4,220667
2021,1M videos,Gimme More,Britney Spears,78,Blackout,79,0.788,0.844,-3.131,1,2,0.0334,0.25,0.000678,0.0723,0.382,113.324,4,251240,4,251240,4,251240
2021,615.6K videos,The Show,Lenka,51,Lenka (Expanded Edition),57,0.753,0.59,-4.144,1,0,0.0317,0.259,0,0.0836,0.593,123.028,4,235693,4,235693,4,235693
2021,134.8K videos,3 Strikes,Terror Jr,47,Bop City,56,0.599,0.432,-6.097,1,5,0.0451,0.62,0.00773,0.105,0.615,106.824,5,175777,5,175777,5,175777
2021,650.3K videos,Yours,Raiden,52,Yours,68,0.676,0.774,-3.988,1,8,0.0338,0.137,0,0.106,0.392,86.994,4,235413,4,235413,4,235413
2021,2058 videos,Dangerous,Kardinal Offishall,60,Not 4 Sale,73,0.949,0.79,-5.957,1,8,0.0756,0.00437,0,0.0816,0.807,117.002,4,246053,4,246053,4,246053
2021,305.9K videos,Heartbreak Anniversary,Giveon,80,TAKE TIME,83,0.449,0.465,-8.964,1,0,0.0791,0.524,1.02E-06,0.303,0.543,89.087,3,198371,3,198371,3,198371
2021,36 videos,BANG BANG BANG,BIGBANG,65,MADE,67,0.69,0.843,-2.949,1,1,0.0534,0.0167,0,0.346,0.428,135.01,4,220178,4,220178,4,220178
2021,166.1K videos,Safe And Sound,Capital Cities,66,In A Tidal Wave Of Mystery (Deluxe Edition),82,0.655,0.819,-4.852,1,0,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,192790,5,192790,5,192790
2021,1257 videos,Savage Days,Eric D,34,Savage Days,0,0.757,0.836,-6.437,0,1,0.0601,0.00324,0.000663,0.0389,0.756,136.883,4,138312,4,138312,4,138312
2021,88.3K videos,Dilemma,Nelly,74,Nellyville,77,0.727,0.552,-8.074,0,2,0.14,0.227,0.000164,0.198,0.607,168.189,4,289160,4,289160,4,289160
2021,163.3K videos,"Sit Still, Look Pretty",Daya,69,"Sit Still, Look Pretty",0,0.657,0.739,-4.081,1,2,0.274,0.141,0,0.178,0.543,181.994,4,202221,4,202221,4,202221
2021,895 videos,YRN - Remix,Eduardo Luzquiños,57,YRN (Remix),0,0.808,0.782,-8.505,0,7,0.197,0.0241,0.00156,0.123,0.634,126.026,4,268355,4,268355,4,268355
2021,252K videos,Brave,Sara Bareilles,65,The Blessed Unrest,70,0.551,0.836,-3.838,0,10,0.0524,0.00502,2.10E-05,0.0425,0.758,185.063,4,220573,4,220573,4,220573
2021,3.2M videos,At My Worst,Pink Sweat$,69,The Prelude,74,0.813,0.415,-5.926,1,0,0.0349,0.777,0,0.131,0.667,91.921,4,170345,4,170345,4,170345
2021,680.6K videos,Dandelions,Ruth B.,75,Safe Haven,90,0.609,0.692,-2.958,1,1,0.0259,0.0157,0,0.0864,0.454,116.959,3,233720,3,233720,3,233720
2021,1.1M videos,drivers license,Olivia Rodrigo,85,SOUR,88,0.561,0.431,-8.81,1,10,0.0578,0.768,1.42E-05,0.106,0.137,143.875,4,242013,4,242013,4,242013
2021,742.3K videos,happier,Olivia Rodrigo,85,SOUR,86,0.395,0.443,-9.72,1,6,0.133,0.765,9.67E-06,0.0839,0.338,168.924,3,175933,3,175933,3,175933
2021,1.9M videos,Woman,Doja Cat,88,Planet Her,89,0.824,0.764,-4.175,0,5,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,172627,4,172627,4,172627
2021,2M videos,Kiss Me More (feat. SZA),Doja Cat,88,Planet Her,82,0.764,0.705,-3.463,1,8,0.0284,0.259,8.92E-05,0.12,0.781,110.97,4,208667,4,208667,4,208667
2021,7012 videos,You're Perfect,Charly Black,60,You're Perfect,57,0.817,0.855,-3.282,0,7,0.244,0.318,0,0.0517,0.783,104.909,4,196973,4,196973,4,196973
2021,629.9K videos,My Universe,Coldplay,87,My Universe,83,0.588,0.701,-6.39,1,9,0.0402,0.00813,0,0.2,0.443,104.988,4,228000,4,228000,4,228000
2021,1.5M videos,Permission to Dance,BTS,91,Butter / Permission to Dance,11,0.702,0.741,-5.33,1,9,0.0427,0.00544,0,0.337,0.646,124.925,4,187585,4,187585,4,187585
2021,1.7M videos,Butter,BTS,91,"Butter (Hotter, Sweeter, Cooler)",15,0.759,0.459,-5.187,1,8,0.0948,0.00323,0,0.0906,0.695,109.997,4,164442,4,164442,4,164442
2021,909.7K videos,LALISA,LISA,70,LALISA,72,0.804,0.652,-6.282,1,8,0.0898,0.0267,0.000782,0.118,0.854,150.076,4,200690,4,200690,4,200690
2021,4.2M videos,MONEY,LISA,70,LALISA,77,0.826,0.553,-10.121,0,1,0.234,0.163,4.12E-05,0.135,0.4,140.037,4,168228,4,168228,4,168228
2021,131K videos,Hair (feat. Sean Paul),Little Mix,77,Get Weird (Expanded Edition),61,0.713,0.801,-5.781,1,7,0.0483,0.00628,1.50E-06,0.825,0.727,153.984,4,235127,4,235127,4,235127
2021,6.1M videos,What You Know Bout Love,Pop Smoke,83,Shoot For The Stars Aim For The Moon,81,0.709,0.548,-8.493,1,10,0.353,0.65,1.59E-06,0.133,0.543,83.995,4,160000,4,160000,4,160000
2021,7930 videos,My Lecon,JTL,25,Enter The Dragon,40,0.945,0.821,-3.549,0,9,0.0503,0.281,0.000316,0.0534,0.528,107.99,4,206200,4,206200,4,206200
2021,992K videos,Hatchback,Cochise,68,Hatchback,62,0.734,0.692,-6.227,0,2,0.0555,0.0221,0,0.224,0.348,77.994,4,149145,4,149145,4,149145
2021,6.8M videos,Shower,Becky G,81,Shower,77,0.699,0.529,-7.548,1,2,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,4,206167,4,206167,4,206167
2021,0,Replay,Iyaz,63,Replay,75,0.706,0.751,-6.323,1,9,0.0708,0.173,0,0.168,0.195,91.031,4,182307,4,182307,4,182307
2021,11.5K videos,Love Me,Lil Wayne,85,I Am Not A Human Being II (Deluxe),70,0.669,0.634,-6.476,1,11,0.0327,0.0125,0,0.0946,0.496,124.906,4,255053,4,255053,4,255053
2021,16.5K videos,Hello Bitches,CL,59,Hello Bitches,66,0.714,0.884,-2.932,1,11,0.113,0.00985,0,0.439,0.584,145.075,4,178177,4,178177,4,178177
2021,5.3M videos,Life Goes On,Oliver Tree,70,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",80,0.7,0.49,-5.187,1,0,0.076,0.186,0,0.117,0.569,79.982,4,161803,4,161803,4,161803
2021,4 videos,Why,Bazzi,72,COSMIC,69,0.676,0.67,-6.584,1,8,0.0374,0.353,0,0.103,0.54,113.01,4,148260,4,148260,4,148260
2021,111.4K videos,GUY.exe,Superfruit,59,Future Friends,76,0.77,0.732,-4.601,0,4,0.0508,0.0305,0,0.157,0.889,110.011,4,222680,4,222680,4,222680
2021,99.4K videos,Young Dumb & Broke,Khalid,85,American Teen,80,0.799,0.539,-6.351,1,1,0.0421,0.199,1.66E-05,0.165,0.394,136.948,4,202547,4,202547,4,202547
2021,4764 videos,You Don't Know Me,Jax Jones,75,You Don't Know Me,64,0.877,0.658,-6.055,0,11,0.132,0.163,0,0.108,0.693,123.999,4,213947,4,213947,4,213947
2021,1435 videos,broken,lovelytheband,60,finding it hard to smile,70,0.666,0.728,-5.808,1,7,0.0419,0.00175,4.26E-06,0.0429,0.51,122.996,4,204878,4,204878,4,204878
2021,1.4M videos,Hot N Cold,Katy Perry,83,One Of The Boys,70,0.706,0.841,-3.956,1,7,0.0418,7.95E-05,0,0.0688,0.861,132.032,4,220227,4,220227,4,220227
2021,141.1K videos,Who Says,Selena Gomez & The Scene,67,When The Sun Goes Down,76,0.682,0.927,-2.915,1,4,0.0479,0.0843,0,0.149,0.744,101.019,4,195613,4,195613,4,195613
2021,937 videos,Habits (Stay High),Tove Lo,74,Queen Of The Clouds,75,0.733,0.65,-3.539,1,5,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,4,209160,4,209160,4,209160
2021,1.2M videos,Bundles (feat. Taylor Girlz),Kayla Nicole,54,Bundles (feat. Taylor Girlz),67,0.939,0.682,-5.931,1,11,0.306,0.00152,0,0.0552,0.584,130.022,4,154806,4,154806,4,154806
2021,825.2K videos,Middle,DJ Snake,77,Encore,75,0.583,0.695,-5.336,1,9,0.0423,0.0141,0,0.0527,0.224,104.879,4,220573,4,220573,4,220573
2021,7 videos,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,81,INDUSTRY BABY (feat. Jack Harlow),86,0.736,0.704,-7.409,0,3,0.0615,0.0203,0,0.0501,0.894,149.995,4,212000,4,212000,4,212000
2021,3765 videos,Pumped Up Kicks,Madism,66,Pumped Up Kicks,75,0.669,0.687,-4.753,1,0,0.043,0.152,1.60E-05,0.308,0.386,123.903,4,145161,4,145161,4,145161
2021,1.1M videos,Bad Habits,Ed Sheeran,90,Bad Habits,22,0.808,0.897,-3.712,0,11,0.0348,0.0469,3.14E-05,0.364,0.591,126.026,4,231041,4,231041,4,231041
2021,2.9M videos,Pepas,Farruko,84,Pepas,87,0.762,0.766,-3.955,1,7,0.0343,0.00776,6.98E-05,0.128,0.442,130.001,4,287120,4,287120,4,287120
2021,182.6K videos,Jalebi Baby (Tesher x Jason Derulo),Tesher,61,Jalebi Baby (Tesher x Jason Derulo),73,0.691,0.829,-7.179,1,0,0.0412,0.0289,0,0.254,0.866,93.059,4,169154,4,169154,4,169154
2021,1M videos,INFERNO,Sub Urban,67,INFERNO,71,0.82,0.611,-5.02,0,9,0.122,0.0766,2.50E-05,0.0684,0.637,127.883,4,133134,4,133134,4,133134
2021,518.1K videos,THATS WHAT I WANT,Lil Nas X,81,MONTERO,88,0.737,0.846,-4.51,0,1,0.22,0.00614,0,0.0486,0.546,87.981,4,143901,4,143901,4,143901
2021,202.2K videos,Savage Love (Laxed - Siren Beat),Jawsh 685,63,Savage Love (Laxed - Siren Beat),77,0.767,0.481,-8.52,0,0,0.0803,0.234,0,0.269,0.761,150.076,4,171375,4,171375,4,171375
2021,2.8M videos,Play Date,Melanie Martinez,78,Cry Baby (Deluxe Edition),78,0.68,0.729,-5.077,1,5,0.0475,0.612,0,0.224,0.446,123.97,4,179867,4,179867,4,179867
2021,2.6M videos,Mood (feat. iann dior),24kGoldn,74,Mood (feat. iann dior),18,0.7,0.722,-3.558,0,7,0.0369,0.221,0,0.272,0.756,90.989,4,140526,4,140526,4,140526
2021,185.2K videos,Electric Love,BØRNS,67,Dopamine,82,0.611,0.797,-7.627,0,6,0.0533,0.00543,0.00137,0.26,0.518,120.041,4,218107,4,218107,4,218107
2021,99.4K videos,Good Days,SZA,82,Good Days,81,0.436,0.655,-8.37,0,1,0.0583,0.499,8.10E-06,0.688,0.412,121.002,4,279204,4,279204,4,279204
2021,61.1K videos,You Right,Doja Cat,88,Planet Her,84,0.828,0.621,-6.414,1,8,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,186173,4,186173,4,186173
2021,25.6K videos,idfc,blackbear,80,deadroses,75,0.63,0.5,-8.755,0,1,0.0611,0.611,4.04E-05,0.114,0.315,144.871,4,245172,4,245172,4,245172
2021,156.2K videos,Be Kind (with Halsey),Marshmello,83,Be Kind (with Halsey),77,0.63,0.633,-7.088,1,4,0.0457,0.00776,0,0.0541,0.452,93.995,4,172762,4,172762,4,172762
2021,4.1M videos,love nwantiti (ah ah ah),CKay,73,CKay The First,84,0.727,0.739,-3.805,1,8,0.0411,0.365,0.00137,0.161,0.533,93.005,4,145800,4,145800,4,145800
2021,30.4K videos,34+35,Ariana Grande,87,Positions,80,0.83,0.585,-6.476,1,0,0.094,0.237,0,0.248,0.485,109.978,4,173711,4,173711,4,173711
2021,170.7K videos,positions,Ariana Grande,87,Positions,85,0.737,0.802,-4.771,1,0,0.0878,0.468,0,0.0931,0.682,144.015,4,172325,4,172325,4,172325
2021,12K videos,Eenie Meenie,Sean Kingston,69,Eenie Meenie,74,0.72,0.607,-4.168,1,1,0.0322,0.0543,0,0.113,0.828,121.223,4,201947,4,201947,4,201947
2021,360.4K videos,Calling My Phone,Lil Tjay,79,Destined 2 Win,80,0.907,0.393,-7.636,0,4,0.0539,0.451,1.35E-06,0.135,0.202,104.949,4,205458,4,205458,4,205458
2021,125.4K videos,What A Shame,Leyla Blue,57,What A Shame,74,0.699,0.463,-7.828,1,0,0.475,0.315,0,0.0803,0.565,143.99,4,177200,4,177200,4,177200
2021,217.6K videos,Maniac,Conan Gray,81,Kid Krow,81,0.628,0.639,-5.46,1,8,0.0435,0.00162,0,0.354,0.493,108.045,4,185773,4,185773,4,185773
2021,1 videos,Fashion Week,cry,0,Fashion Week,0,0.717,0.846,-3.182,0,1,0.0329,0.00401,0.0913,0.05,0.713,136.961,4,155365,4,155365,4,155365
2021,1128 videos,Hold On,Justin Bieber,90,Justice,78,0.658,0.634,-6.068,0,1,0.0431,0.0104,0,0.12,0.302,140.002,4,170813,4,170813,4,170813
2021,201 videos,Somebody To You,The Vamps,69,Meet The Vamps,76,0.526,0.818,-5.952,1,3,0.0358,0.0587,0,0.333,0.896,171.96,4,185098,4,185098,4,185098
2021,17.4K videos,Shouldn't Be,Luke Chiang,59,Shouldn't Be,73,0.651,0.291,-10.009,1,4,0.0326,0.738,0,0.115,0.302,124.898,3,210436,3,210436,3,210436
2021,266.1K videos,Give Love,AKMU,57,PLAY,61,0.793,0.706,-4.536,1,5,0.0695,0.332,0,0.0752,0.839,95.992,4,176532,4,176532,4,176532
2021,143.4K videos,PYRO,Chester Young,44,PYRO,60,0.718,0.977,-1.824,1,1,0.0668,0.143,0.0318,0.374,0.259,125.983,4,148364,4,148364,4,148364
2021,54.2K videos,Maps,Maroon 5,85,V (Asia Tour Edition),68,0.742,0.713,-5.522,0,1,0.0303,0.0205,0,0.059,0.879,120.032,4,189960,4,189960,4,189960
2021,138.9K videos,Wildest Dreams,Taylor Swift,93,1989,78,0.553,0.664,-7.417,1,8,0.0741,0.0709,0.0056,0.106,0.467,140.06,4,220440,4,220440,4,220440
2021,850 videos,Baby I Got Issues,U/NITISH,46,Baby I Got Issues,63,0.734,0.495,-8.228,0,2,0.24,0.548,0,0.121,0.539,150.044,4,164955,4,164955,4,164955
2021,0,Motive X - Promiscuous Mix,Khlaw,49,Motive X (Promiscuous Mix),4,0.786,0.764,-12.556,1,0,0.0478,0.00584,1.32E-05,0.376,0.789,112.005,4,193190,4,193190,4,193190
2021,1 videos,"No Guidance, Remake",Litfranse,12,"No Guidance, Remake",28,0.697,0.505,-7.595,0,1,0.121,0.121,0,0.254,0.172,93.022,4,216790,4,216790,4,216790
2021,4.5M videos,Way Back Home,SHAUN,60,Take,71,0.745,0.739,-4.591,1,10,0.0327,0.405,0.000183,0.127,0.556,99.913,4,214137,4,214137,4,214137
2021,1.7M videos,Like I Can,Sam Smith,81,In The Lonely Hour,79,0.656,0.627,-6.627,0,7,0.0379,0.343,2.17E-05,0.124,0.481,99.933,4,167066,4,167066,4,167066
2021,0,Miss Independent,Ne-Yo,77,Year Of The Gentleman,65,0.668,0.673,-5.714,1,1,0.145,0.48,0,0.194,0.727,171.812,4,232000,4,232000,4,232000
2021,355.3K videos,Sweet but Psycho,Ava Max,79,Heaven & Hell,80,0.72,0.706,-4.719,1,1,0.0473,0.0684,0,0.166,0.62,133.002,4,187436,4,187436,4,187436
2021,0,Say So,Doja Cat,88,Hot Pink,80,0.787,0.673,-4.583,0,11,0.159,0.264,3.35E-06,0.0904,0.779,110.962,4,237893,4,237893,4,237893
2021,149K videos,motive (with Doja Cat),Ariana Grande,87,Positions,79,0.789,0.742,-5.664,0,10,0.0652,0.0681,0,0.166,0.661,116.965,4,167990,4,167990,4,167990
2021,1.2M videos,WFM,RealestK,62,WFM,3,0.437,0.184,-17.667,1,1,0.0313,0.72,0.00253,0.113,0.247,80.088,4,136000,4,136000,4,136000
2021,16.5K videos,Die Young,Kesha,76,Warrior (Expanded Edition),78,0.711,0.7,-4.805,0,1,0.046,0.00498,0.000125,0.215,0.801,128.001,4,211920,4,211920,4,211920
2021,518K videos,Some,BOL4,62,Red Diary Page.1,72,0.659,0.799,-2.849,0,1,0.0629,0.417,0,0.0562,0.782,103.991,4,181373,4,181373,4,181373
2021,880 videos,dirty laundry,blackbear,80,deadroses,65,0.766,0.64,-8.899,1,0,0.0345,0.051,0,0.237,0.67,100.044,4,165600,4,165600,4,165600
2021,138.1K videos,Classic,MKTO,66,MKTO,64,0.72,0.79,-4.686,1,1,0.125,0.0383,0,0.156,0.755,102.068,4,175427,4,175427,4,175427
2021,105.3K videos,Where'd You Go (feat. Holly Brook & Jonah Matranga),Fort Minor,60,The Rising Tied,61,0.684,0.819,-3.309,0,1,0.238,0.262,0.00197,0.113,0.25,179.999,4,231867,4,231867,4,231867
2021,84.8K videos,Still into You,Paramore,75,Paramore,79,0.602,0.923,-3.763,1,5,0.044,0.0098,0,0.0561,0.765,136.01,4,216013,4,216013,4,216013
2021,0,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,86,Nothing but the Beat (Ultimate Edition),72,0.666,0.876,-3.078,1,3,0.0414,0.055,0,0.259,0.552,129.884,4,194840,4,194840,4,194840
2021,378.9K videos,Toxic,BoyWithUke,76,Faded,5,0.594,0.612,-6.627,0,8,0.363,0.835,0,0.461,0.687,179.629,4,168020,4,168020,4,168020
2021,221.3K videos,Я буду ебать,Moreart,46,Я буду ебать,64,0.811,0.712,-6.567,1,11,0.304,0.142,9.34E-05,0.148,0.497,203.918,4,141218,4,141218,4,141218
2021,1.8M videos,TWINNEM,Coi Leray,65,TWINNEM,57,0.885,0.353,-10.484,1,2,0.0912,0.0866,5.78E-05,0.173,0.316,134.079,4,117067,4,117067,4,117067
2021,2.6M videos,Might Be,DJ Luke Nasty,48,Might Be - Single,49,0.448,0.782,-6.766,0,9,0.458,0.378,0,0.114,0.694,74.037,4,210704,4,210704,4,210704
2021,1.5M videos,Heat Waves,Glass Animals,80,Heat Waves,85,0.761,0.525,-6.9,1,11,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,4,238805,4,238805,4,238805
2021,159.9K videos,Low (feat. T-Pain),Flo Rida,77,Mail on Sunday,80,0.918,0.609,-5.64,0,10,0.0791,0.0928,0,0.139,0.304,128.008,4,231400,4,231400,4,231400
2021,3624 videos,Take You To Hell,Ava Max,79,Heaven & Hell,63,0.501,0.682,-4.664,0,0,0.0684,0.135,0,0.145,0.503,173.926,4,164537,4,164537,4,164537
2021,17.8K videos,True Love (feat. Lily Allen),P!nk,79,The Truth About Love,71,0.457,0.823,-4.76,1,9,0.311,0.00144,0,0.108,0.578,192.205,4,230733,4,230733,4,230733
2021,0,24-Jul,Celina Sharma,52,CECE,67,0.704,0.638,-2.834,1,10,0.0742,0.385,0,0.0683,0.386,107.974,4,184478,4,184478,4,184478
2021,5249 videos,In The Bible (with Lil Durk & Giveon),Drake,95,Certified Lover Boy,72,0.686,0.385,-8.35,0,7,0.297,0.614,0,0.131,0.147,143.07,4,296568,4,296568,4,296568
2021,1M videos,Because Of You,Ne-Yo,77,Because Of You,74,0.81,0.538,-5.784,0,0,0.0356,0.528,0,0.0951,0.828,109.97,4,266840,4,266840,4,266840
2021,3.8M videos,BOOM,Tiësto,82,BOOM,69,0.886,0.84,-3.386,1,2,0.0502,0.0164,0.00622,0.329,0.203,123.035,4,179512,4,179512,4,179512
2021,0,放個大招給你看 (OPPO Reno 宣傳曲),Ryan.B,46,放個大招給你看 (OPPO Reno 宣傳曲),54,0.704,0.576,-4.962,1,8,0.0967,0.654,0,0.0865,0.921,206.072,4,178720,4,178720,4,178720
2021,972.2K videos,Soap,Melanie Martinez,78,Cry Baby (Deluxe Edition),73,0.595,0.689,-6.107,0,6,0.148,0.254,5.44E-06,0.129,0.213,168.112,4,209427,4,209427,4,209427
2021,59.9K videos,California Gurls,Katy Perry,83,Teenage Dream: The Complete Confection,75,0.791,0.754,-3.729,1,0,0.0569,0.00446,0,0.163,0.425,125.014,4,234653,4,234653,4,234653
2021,15.4K videos,Insomnia,Craig David,65,Rewind - The Collection,59,0.62,0.884,-4.127,1,1,0.0441,0.00595,1.10E-06,0.201,0.594,125.39,4,207307,4,207307,4,207307
2021,23.1K videos,One Time,Justin Bieber,90,My World,70,0.691,0.853,-2.528,0,1,0.0372,0.0631,7.13E-05,0.082,0.762,145.999,4,215867,4,215867,4,215867
2021,147.7K videos,Me Too,Meghan Trainor,74,Thank You (Deluxe Version),72,0.934,0.694,-5.849,0,11,0.101,0.0971,1.20E-06,0.477,0.833,123.831,4,181240,4,181240,4,181240
2021,5.9M videos,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,64,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),7,0.859,0.525,-8.051,0,1,0.0592,0.434,2.34E-05,0.108,0.312,110.066,4,204764,4,204764,4,204764
2021,4.7M videos,Infinity,Jaymes Young,71,Feel Something,86,0.671,0.673,-6.941,0,11,0.0444,0.148,5.29E-05,0.304,0.494,121.963,4,237720,4,237720,4,237720
2021,1M videos,No Lie,Sean Paul,79,Mad Love The Prequel,83,0.742,0.882,-2.862,1,7,0.117,0.0466,0,0.206,0.463,102.04,4,221176,4,221176,4,221176
2021,96.8K videos,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,77,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",76,0.8,0.837,-2.807,0,6,0.0491,0.00406,0.00313,0.0904,0.702,100.015,4,225600,4,225600,4,225600
2021,830 videos,Day 'n' Nite,Kid Cudi,81,Watch Dogs (Music from the Video Game) [Original Game Soundtrack],62,0.88,0.445,-6.154,0,11,0.066,0.515,4.57E-06,0.102,0.787,138.048,4,222067,4,222067,4,222067
2021,5 videos,Up (feat. Demi Lovato),Olly Murs,65,Never Been Better (Expanded Edition),70,0.692,0.831,-5.389,1,9,0.034,0.0146,0,0.103,0.676,114.972,4,224294,4,224294,4,224294
2021,2.5M videos,Title,Meghan Trainor,74,Title (Deluxe),73,0.779,0.754,-4.358,1,5,0.0966,0.343,2.60E-06,0.0965,0.883,89.998,4,174733,4,174733,4,174733
2021,5482 videos,Style,Taylor Swift,93,1989 (Deluxe),79,0.588,0.791,-5.595,1,7,0.0402,0.00245,0.00258,0.118,0.487,94.933,4,231000,4,231000,4,231000
2021,875.5K videos,Every Summertime,NIKI,75,Every Summertime,81,0.628,0.676,-4.227,1,6,0.0424,0.393,6.94E-05,0.0978,0.723,78.996,4,215687,4,215687,4,215687
2021,1M videos,Snowman,Sia,82,Everyday Is Christmas (Deluxe Edition),74,0.716,0.512,-6.257,1,1,0.0331,0.483,0,0.0928,0.326,104.957,3,165907,3,165907,3,165907
